Recency,Frequency,Monetary,cluster_final
32,1,45.599999999999994,0
301,2,934.52,1
364,1,182.25,1
3,9,1018.43,0
1,18,4448.54,0
2,1,194.42,0
9,13,50491.81,0
56,1,161.0,0
324,1,76.32000000000001,1
7,14,4076.9100000000003,0
11,1,442.85,0
3,17,65164.79,0
36,1,147.35,0
15,11,3104.17,0
137,1,194.9,1
73,6,5976.79,0
4,5,1360.28,0
154,2,216.21,1
238,1,1266.23,1
51,7,2703.23,0
30,2,597.91,0
72,1,144.2,0
3,12,5683.15,0
13,4,692.85,0
22,7,2915.15,0
3,4,1840.42,0
273,2,386.53,1
19,5,1382.74,0
143,1,90.0,1
3,4,2780.15,0
83,1,419.58,0
10,3,2740.43,0
7,3,706.1300000000001,0
122,3,709.71,0
60,2,637.5,0
1,5,1123.8600000000001,0
318,1,483.86,1
1,11,3586.03,0
129,3,605.64,0
1,15,4690.31,0
1,2,982.38,0
45,1,415.82,0
3,2,935.05,0
2,4,915.13,0
372,1,311.81,1
133,1,115.8,0
46,4,3742.2,0
8,5,4191.0,0
77,2,483.4,0
233,1,157.2,1
220,1,446.62,1
35,2,658.64,0
74,2,621.29,0
238,2,1345.62,1
265,1,118.75,1
9,55,117379.63,2
19,2,432.88,0
39,1,507.65999999999997,0
19,11,4693.01,0
215,3,1110.52,1
173,2,289.36,1
86,4,2445.91,0
70,2,1631.77,0
275,1,122.53999999999999,1
38,4,574.84,0
97,1,363.79,0
10,4,450.84,0
32,1,134.46,0
59,3,3222.3,0
296,4,576.9000000000001,1
85,4,559.41,0
8,7,1620.93,0
40,2,719.78,0
10,25,4748.52,0
66,1,452.89,0
330,1,197.65,1
30,6,2054.36,0
1,15,4654.08,0
1,13,4684.76,0
67,2,853.39,0
4,21,11349.52,0
201,2,1012.0,1
106,1,335.52,0
17,4,701.4,0
217,1,185.39999999999998,1
59,7,747.44,0
1,1,161.03,0
16,2,466.7,0
238,1,328.15999999999997,1
94,1,151.74,0
10,6,2073.43,0
105,6,1905.8400000000001,0
52,9,2241.1,0
89,1,1070.48,0
30,5,1004.38,0
11,6,1789.72,0
2,4,1839.3,0
1,17,2004.98,0
42,1,169.48000000000002,0
3,1,89.94,0
246,2,632.4000000000001,1
41,9,3432.8,0
176,1,683.17,1
91,3,991.13,0
109,4,1050.1200000000001,0
28,5,2232.19,0
25,10,3350.96,0
51,3,1547.2,0
183,3,925.71,1
42,5,2048.07,0
48,4,1462.72,0
21,4,775.46,0
74,5,3144.86,0
80,2,490.86,0
372,1,161.0,1
325,1,146.85,1
42,11,2380.85,0
29,2,890.34,0
183,1,213.70000000000002,1
234,2,280.55,1
8,10,2588.77,0
219,2,1693.45,1
110,3,1474.06,0
277,1,136.77,1
317,1,302.58,1
6,3,1904.05,0
1,5,2879.7000000000003,0
259,2,969.0600000000001,1
63,5,3099.7200000000003,0
8,9,12669.98,0
141,1,120.0,1
50,2,1163.45,0
7,8,2618.23,0
154,2,333.97,1
108,2,530.18,0
162,3,1516.24,1
331,1,492.65000000000003,1
225,1,112.32000000000001,1
73,2,437.96,0
50,4,559.97,0
98,3,1119.74,0
14,3,4216.2,0
196,1,134.04,1
2,15,3729.34,0
30,2,595.25,0
20,4,1910.01,0
23,3,4628.75,0
7,3,176.63,0
212,1,426.6,1
8,6,911.26,0
10,5,2314.65,0
1,11,3883.25,0
7,9,4871.93,0
2,4,1046.56,0
39,1,166.20000000000002,0
17,4,1305.33,0
7,44,51527.3,0
7,9,3965.62,0
18,1,43.2,0
116,1,640.14,0
222,1,383.45,1
70,3,1858.96,0
50,2,2093.32,0
88,6,2995.7200000000003,0
7,9,2352.53,0
242,1,310.26,1
46,6,1611.5900000000001,0
106,1,120.0,0
44,6,2481.13,0
64,1,508.58,0
206,2,477.79,1
10,5,1530.75,0
114,2,605.0600000000001,0
241,1,183.85,1
162,1,311.65000000000003,1
16,7,5014.84,0
123,2,462.66,0
22,3,866.3100000000001,0
67,1,415.2,0
16,8,2552.21,0
15,2,468.26,0
16,4,1614.91,0
160,2,588.22,1
242,1,309.52000000000004,1
218,1,134.7,1
44,8,2182.28,0
20,4,668.5600000000001,0
126,8,889.9300000000001,0
38,1,108.98,0
120,2,1021.58,0
259,1,409.57,1
9,1,133.5,0
273,1,282.93,1
164,1,51.0,1
156,4,1078.96,1
214,1,90.6,1
5,2,163.62,0
365,1,174.4,1
79,2,701.23,0
42,1,225.77,0
18,3,912.1800000000001,0
31,4,2128.23,0
21,1,161.2,0
108,8,3717.35,0
7,16,9261.52,0
319,1,155.0,1
294,1,100.5,1
357,1,76.55,1
184,1,257.68,1
190,2,617.05,1
43,2,348.1,0
51,1,202.68,0
25,1,626.07,0
37,3,1247.69,0
8,3,202.10999999999999,0
296,1,142.4,1
32,3,1770.56,0
9,8,3212.84,0
64,2,1043.46,0
9,9,4652.82,0
217,1,67.95,1
1,9,3507.71,0
64,2,487.99,0
2,19,2612.96,0
148,1,574.7,1
3,13,4051.48,0
129,4,1475.81,0
33,6,1474.32,0
118,1,156.75,0
106,6,2157.73,0
10,7,2606.53,0
70,6,2059.4500000000003,0
91,9,1105.07,0
310,1,1063.0,1
42,2,770.03,0
361,1,122.7,1
91,7,1496.98,0
0,13,5900.28,0
21,2,490.22,0
3,3,1937.25,0
10,6,1058.06,0
98,1,387.52,0
56,2,813.11,0
0,6,4263.64,0
217,1,265.2,1
17,1,322.08,0
23,10,4481.67,0
49,2,363.34000000000003,0
6,5,1244.83,0
302,1,470.36,1
9,6,2255.51,0
21,6,1372.8,0
98,1,89.06,0
365,1,63.0,1
305,1,131.9,1
319,1,2661.24,1
7,5,2357.68,0
0,4,1712.89,0
204,2,1589.82,1
53,4,1420.2,0
0,4,1039.58,0
18,5,1163.23,0
8,2,375.35,0
18,4,907.1,0
180,3,483.25,1
59,2,662.59,0
10,2,264.44,0
189,1,119.93,1
4,9,3062.4,0
310,1,113.64,1
154,1,1837.92,1
109,3,434.34,0
147,3,2103.06,1
65,11,2004.02,0
97,3,529.62,0
246,3,1058.6200000000001,1
28,7,2272.4,0
17,4,598.76,0
11,2,461.19,0
103,8,1936.84,0
73,2,234.34,0
45,1,547.66,0
71,3,925.85,0
256,1,215.7,1
19,4,1309.6,0
253,2,316.25,1
10,1,279.05,0
164,2,636.51,1
17,6,2068.15,0
281,1,137.1,1
49,1,321.92,0
38,1,165.75,0
26,6,1196.33,0
67,1,1064.28,0
206,1,463.38,1
174,2,340.93,1
6,5,2383.2400000000002,0
25,1,139.56,0
50,2,123.80000000000001,0
311,2,538.8100000000001,1
308,1,475.37,1
42,5,1957.32,0
25,3,815.32,0
87,3,356.85,0
183,2,251.21,1
19,11,2470.67,0
2,6,3543.26,0
46,4,673.26,0
16,8,5905.64,0
16,5,2012.17,0
23,6,1383.18,0
21,2,276.42,0
10,5,1314.81,0
187,2,275.28,1
100,3,455.59000000000003,0
60,3,1055.35,0
17,6,2102.09,0
32,2,330.45,0
63,1,174.37,0
1,2,270.6,0
23,4,974.54,0
107,1,241.09,0
31,9,1867.68,0
19,9,4332.2,0
2,55,8508.82,0
36,1,364.21999999999997,0
59,3,620.04,0
25,6,2925.91,0
235,4,932.85,1
24,7,1949.72,0
2,18,4447.05,0
59,3,2864.19,0
259,1,171.8,1
57,1,355.56,0
64,2,388.25,0
15,2,537.48,0
9,3,996.26,0
58,8,1461.65,0
185,1,103.25,1
28,16,3630.33,0
23,2,2024.45,0
4,5,2578.09,0
3,8,4007.54,0
150,2,652.8,1
310,1,289.24,1
10,2,765.62,0
17,2,186.23,0
151,1,165.07,1
18,5,859.27,0
9,4,2381.04,0
56,2,324.14,0
84,1,788.38,0
6,22,2237.77,0
75,3,1080.76,0
3,18,5074.77,0
95,4,3099.12,0
110,1,1432.0,0
56,2,1530.3600000000001,0
0,1,227.39,0
280,2,218.06,1
2,7,2832.84,0
179,9,1653.42,1
371,1,35.400000000000006,1
12,4,859.71,0
2,1,168.63,0
16,1,138.6,0
40,1,114.11,0
5,5,1052.55,0
168,4,1042.26,1
49,1,157.05,0
276,1,237.35999999999999,1
18,9,1601.14,0
371,1,39.75,1
14,4,1447.14,0
34,3,570.46,0
21,3,617.99,0
6,2,379.83,0
19,6,1740.6000000000001,0
10,2,883.15,0
43,1,221.97,0
305,1,393.33000000000004,1
10,1,213.96,0
274,1,660.0,1
0,93,12156.65,0
15,14,16569.5,0
3,4,1785.15,0
71,4,601.56,0
242,3,406.08000000000004,1
8,3,553.44,0
245,1,394.44,1
205,2,412.78000000000003,1
0,5,1788.3600000000001,0
184,1,320.58000000000004,1
31,5,889.25,0
56,2,225.85,0
195,2,899.63,1
23,4,2791.27,0
90,2,671.96,0
3,2,959.01,0
50,3,1006.98,0
262,1,114.56,1
265,1,344.90000000000003,1
35,2,609.85,0
50,1,443.6,0
51,6,2984.4900000000002,0
23,6,2125.08,0
21,1,110.46000000000001,0
58,1,96.12,0
169,2,693.8100000000001,1
67,2,830.76,0
156,2,597.09,1
1,73,280206.02,2
200,1,243.22,1
4,4,1417.29,0
66,2,654.6,0
76,1,114.18,0
0,7,1947.55,0
7,4,1932.23,0
168,2,291.05,1
17,4,848.22,0
4,2,247.15,0
8,9,2529.93,0
86,2,285.74,0
26,1,107.95,0
28,4,771.17,0
19,2,637.89,0
60,5,1835.7,0
23,1,195.25,0
10,25,9241.2,0
241,3,1269.99,1
279,2,411.53,1
234,2,765.5500000000001,1
2,5,1736.4,0
15,1,604.75,0
30,6,2548.2400000000002,0
24,16,28754.11,0
70,3,498.95,0
187,2,52.0,1
25,5,1236.28,0
106,1,628.38,0
7,21,5630.87,0
208,1,112.80000000000001,1
43,2,371.7,0
30,5,2114.33,0
136,4,591.55,0
264,1,172.9,1
3,7,2078.95,0
217,2,188.61,1
1,5,1250.76,0
213,1,109.13000000000001,1
31,3,2235.3,0
10,9,2549.37,0
0,17,3292.14,0
14,1,318.17,0
10,9,1546.91,0
198,1,179.0,1
2,3,1126.3700000000001,0
14,13,4921.04,0
13,4,606.13,0
9,11,2868.8,0
28,3,917.07,0
8,11,2666.36,0
23,1,160.19,0
24,4,867.38,0
42,2,329.68,0
1,5,1602.13,0
5,3,663.81,0
146,1,187.92,1
9,6,1158.3,0
24,1,718.08,0
273,1,268.58,1
373,1,313.49,1
0,8,2005.06,0
46,3,380.02,0
7,8,2702.4900000000002,0
15,12,9585.91,0
3,32,6065.6900000000005,0
3,3,1164.55,0
42,7,1314.45,0
3,7,3902.28,0
196,3,1448.21,1
11,6,1400.3400000000001,0
15,7,1099.98,0
112,5,1220.26,0
248,1,328.2,1
28,5,1415.75,0
43,1,389.64000000000004,0
86,1,563.15,0
44,2,638.05,0
9,11,5010.28,0
14,1,738.96,0
74,1,420.5,0
144,4,1484.06,0
4,3,1625.97,0
296,1,89.2,1
58,2,255.9,0
263,1,300.52,1
46,1,278.3,0
28,3,254.11,0
7,6,2473.37,0
16,2,192.60000000000002,0
2,8,10674.75,0
231,2,876.4200000000001,1
111,1,139.26,0
57,3,1011.9,0
50,11,2538.2999999999997,0
126,2,730.86,0
280,3,386.15,1
54,2,447.68,0
319,1,200.10000000000002,1
25,2,289.99,0
9,2,77.4,0
6,2,679.44,0
28,1,197.64,0
16,4,745.06,0
63,1,6.2,0
20,1,228.99,0
2,7,1319.91,0
165,1,131.45000000000002,1
0,17,8022.49,0
52,3,173.74,0
50,1,157.7,0
47,12,4339.74,0
60,1,193.14,0
161,3,845.5500000000001,1
8,1,353.27,0
14,4,554.65,0
74,1,193.39000000000001,0
39,8,2741.17,0
40,11,2087.88,0
369,2,155.43,1
36,2,778.5,0
196,1,271.85,1
199,2,1110.34,1
73,3,657.8,0
63,2,272.07,0
20,4,507.29,0
366,1,48.800000000000004,1
179,3,321.43,1
9,4,1127.71,0
3,12,2226.9100000000003,0
196,3,2139.76,1
28,4,697.55,0
52,1,197.13,0
17,6,1720.3,0
9,3,102.45,0
89,4,1649.5,0
267,1,62.85,1
52,6,3295.76,0
43,4,2824.69,0
63,4,3189.81,0
148,1,309.40000000000003,1
21,25,7930.54,0
311,1,325.75,1
22,2,511.35,0
57,6,2836.69,0
23,2,475.8,0
77,7,2759.83,0
118,2,645.65,0
35,3,1311.38,0
59,2,1173.1200000000001,0
12,4,1353.74,0
18,1,170.32,0
51,1,125.79,0
25,2,841.2,0
28,1,266.76,0
6,2,52.2,0
10,12,14389.9,0
185,3,710.28,1
2,8,2953.59,0
8,2,725.7,0
261,1,327.25,1
2,4,522.38,0
209,1,519.68,1
107,2,1465.32,0
12,9,1485.54,0
76,3,706.19,0
19,1,255.4,0
26,2,589.7,0
18,6,761.59,0
131,1,765.3199999999999,0
252,1,364.8,1
78,1,1862.0,0
206,1,369.2,1
335,1,135.9,1
253,1,125.65,1
147,2,554.38,1
9,2,1237.8500000000001,0
84,1,655.75,0
7,20,11138.710000000001,0
204,2,468.77000000000004,1
7,4,1366.38,0
22,6,1303.52,0
10,9,1421.29,0
25,1,332.66,0
20,5,2810.63,0
1,2,1025.44,0
157,2,616.15,1
2,7,3501.1,0
73,1,277.8,0
2,4,434.35,0
0,201,143825.06,2
16,2,867.85,0
35,4,1227.43,0
90,2,307.48,0
70,4,1268.98,0
115,2,1610.15,0
212,2,977.77,1
29,2,1316.07,0
50,1,749.1,0
245,1,310.05,1
31,1,223.88,0
108,3,2372.86,0
4,5,1257.68,0
365,1,363.53,1
81,2,1890.94,0
296,1,1784.71,1
33,8,8137.02,0
56,3,1621.88,0
29,12,5900.25,0
13,1,100.9,0
71,2,290.82,0
22,6,1101.97,0
18,1,371.2,0
78,1,311.69,0
59,11,8099.49,0
24,1,289.82,0
11,1,336.17,0
252,1,58.49,1
146,3,499.68,1
63,4,695.42,0
7,2,221.27,0
10,9,7044.68,0
270,1,126.7,1
9,5,1487.8,0
246,1,206.21,1
95,2,599.0,0
14,1,191.32,0
49,1,463.8,0
29,1,147.59,0
67,4,1592.06,0
34,3,1116.57,0
127,1,114.77,0
106,3,1314.45,0
36,1,114.39,0
56,1,279.94,0
56,7,790.86,0
71,5,1931.42,0
245,1,102.12,1
18,2,213.27,0
197,2,296.75,1
15,2,326.4,0
211,1,334.54,1
38,2,233.23000000000002,0
45,3,546.1999999999999,0
169,2,429.87,1
47,1,490.52,0
115,4,1641.76,0
146,1,1246.32,1
15,28,6316.57,0
50,1,502.09,0
158,1,156.91,1
11,3,1261.78,0
35,1,308.94,0
53,2,423.04,0
42,2,260.17,0
172,1,170.04,1
33,1,125.58,0
38,3,496.21,0
266,1,266.0,1
8,9,1914.82,0
11,4,905.04,0
2,11,6802.76,0
9,10,1661.33,0
32,1,377.01,0
79,3,469.0,0
30,4,1066.15,0
7,4,627.13,0
71,2,518.28,0
3,4,668.14,0
255,3,4959.1,1
4,10,2586.67,0
15,8,4308.61,0
89,1,252.73000000000002,0
71,3,465.55,0
58,6,705.49,0
9,47,19914.44,0
169,1,180.35,1
198,1,135.93,1
30,1,537.0,0
18,17,7700.2300000000005,0
151,2,735.66,1
8,15,5213.7699999999995,0
269,1,343.62,1
64,4,384.05,0
273,1,121.17000000000002,1
24,3,1782.09,0
22,3,1391.61,0
318,1,215.78,1
4,3,697.79,0
11,2,302.1,0
274,2,1489.5,1
24,11,2124.99,0
40,9,1337.72,0
7,4,303.09000000000003,0
3,48,54534.14,0
70,4,987.86,0
212,1,370.79999999999995,1
37,4,3158.13,0
52,1,893.59,0
77,3,1744.76,0
45,2,553.36,0
178,1,1109.53,1
372,1,106.2,1
93,2,982.07,0
9,3,1043.41,0
104,1,748.87,0
77,1,773.03,0
172,1,880.85,1
6,32,9743.11,0
212,4,895.61,1
21,5,504.8,0
256,1,88.2,1
281,1,306.94,1
20,2,1160.07,0
9,6,2420.84,0
307,1,381.32,1
67,1,480.71,0
214,2,457.81,1
17,6,4597.02,0
103,4,1370.6000000000001,0
42,1,219.39000000000001,0
3,1,248.08,0
181,3,39916.5,1
83,1,410.48,0
333,3,876.0,1
8,2,317.53000000000003,0
30,2,703.36,0
196,2,1027.44,1
17,7,2298.93,0
17,5,1422.52,0
310,6,319.5,1
141,4,1300.25,0
245,1,484.95,1
23,4,996.1,0
28,3,1567.48,0
9,3,3609.33,0
29,10,2760.56,0
17,1,340.11,0
17,4,1352.75,0
14,5,1551.78,0
133,1,244.8,0
245,1,266.4,1
133,1,358.82,0
49,2,457.72,0
113,3,1633.78,0
6,2,2199.31,0
22,2,184.19,0
24,15,11528.48,0
65,1,406.53000000000003,0
59,4,1471.0,0
49,11,3447.4,0
169,1,330.11,1
17,5,977.9300000000001,0
127,3,982.42,0
14,8,1387.99,0
238,1,139.05,1
2,4,1286.7,0
239,2,178.96,1
51,7,2354.25,0
45,1,498.74,0
225,1,259.45,1
7,17,6580.4400000000005,0
3,4,1194.73,0
164,2,1327.16,1
239,1,623.5,1
10,1,301.29,0
133,1,520.8000000000001,0
16,10,5314.47,0
9,13,4745.69,0
30,1,329.25,0
74,1,296.42,0
0,3,961.49,0
3,3,1936.07,0
44,1,401.40000000000003,0
1,30,18641.010000000002,0
356,1,158.16,1
17,2,304.47,0
68,3,843.05,0
372,1,487.75,1
320,1,163.0,1
25,1,106.56,0
330,1,1289.5,1
8,5,1624.05,0
322,1,135.75,1
71,1,224.14,0
259,1,40.5,1
17,5,2206.9500000000003,0
366,1,87.5,1
65,3,689.48,0
153,2,622.85,1
28,2,406.76,0
69,1,310.62,0
13,2,411.41,0
1,16,4777.18,0
0,41,16225.39,0
119,3,1044.32,0
60,1,499.32,0
2,15,7616.53,0
2,1,3861.0,0
10,3,1079.61,0
91,2,193.64,0
58,4,1268.7,0
86,5,1236.54,0
25,6,1827.8,0
356,1,316.58,1
84,2,653.24,0
9,4,420.3,0
0,5,870.12,0
224,1,331.18,1
59,2,894.4100000000001,0
240,1,101.8,1
318,2,328.35,1
1,8,1661.44,0
46,3,734.94,0
87,1,96.6,0
10,11,5756.89,0
175,1,305.75,1
51,6,1778.96,0
365,1,403.25,1
318,1,585.0,1
225,2,755.75,1
357,2,322.08,1
233,1,409.40000000000003,1
310,1,154.41,1
36,5,1219.4,0
65,4,3386.71,0
238,2,429.6,1
112,2,612.06,0
276,1,197.0,1
217,12,2247.51,1
298,1,321.05,1
1,4,1412.32,0
28,3,1071.99,0
9,2,780.59,0
44,5,1706.57,0
66,8,1756.44,0
73,1,316.68,0
64,2,631.57,0
133,3,2515.84,0
237,2,514.15,1
121,1,356.0,0
31,13,6688.46,0
8,11,10484.99,0
35,2,740.78,0
15,5,918.2,0
126,1,300.36,0
66,1,890.85,0
148,1,98.45,1
282,1,317.15,1
168,2,623.16,1
99,7,1810.77,0
134,1,254.82,0
323,1,178.95000000000002,1
106,1,156.51,0
63,1,393.74,0
150,2,1506.1200000000001,1
337,1,119.3,1
21,5,1717.36,0
23,1,408.8,0
15,7,2379.49,0
6,15,2507.07,0
56,2,721.94,0
3,2,716.57,0
37,1,615.14,0
65,1,135.31,0
46,1,255.89999999999998,0
354,1,290.51,1
171,1,113.12,1
58,9,2332.15,0
49,1,240.55,0
21,2,486.69,0
42,5,2306.52,0
28,3,939.78,0
4,18,7943.22,0
25,15,4668.3,0
200,1,180.94,1
50,6,3672.86,0
9,3,641.94,0
1,12,4799.9,0
66,7,4507.01,0
63,1,496.44,0
50,12,5070.35,0
289,1,574.02,1
60,8,694.4,0
63,3,1174.3500000000001,0
95,1,205.3,0
273,1,310.47,1
0,91,60767.9,2
74,4,924.85,0
109,1,52.0,0
198,1,327.97,1
63,2,570.5,0
326,1,165.0,1
3,1,312.62,0
283,1,204.5,1
43,1,267.13,0
70,3,2748.31,0
85,1,679.68,0
103,1,162.29,0
333,1,311.71,1
52,1,208.75,0
38,3,1049.7,0
31,2,714.9599999999999,0
365,4,1661.06,1
207,1,1028.56,1
156,3,351.67,1
53,1,173.97,0
65,2,574.07,0
80,1,2020.52,0
129,1,406.09000000000003,0
86,1,364.5,0
0,3,563.94,0
45,1,393.54,0
332,1,252.42000000000002,1
365,1,201.60000000000002,1
71,1,158.04,0
157,2,473.81,1
372,1,115.65,1
11,7,1960.11,0
254,2,777.02,1
28,2,277.05,0
30,10,2766.5,0
4,22,8347.2,0
39,1,427.93,0
361,1,418.92,1
372,1,326.0,1
95,2,913.19,0
25,7,2314.32,0
74,2,602.51,0
56,4,1877.5900000000001,0
20,1,446.94000000000005,0
40,7,2386.05,0
136,1,2007.4,0
7,12,2415.91,0
128,1,168.0,0
39,3,1233.3600000000001,0
168,7,3703.29,1
8,5,1690.26,0
213,2,596.85,1
14,6,5955.71,0
169,2,642.41,1
39,1,316.88,0
185,1,394.14,1
269,1,140.54,1
171,1,500.0,1
4,4,1535.53,0
15,2,231.86,0
9,4,2183.54,0
325,1,107.45,1
112,1,288.18,0
289,1,94.0,1
15,2,1345.53,0
0,3,815.77,0
91,5,716.2,0
148,2,626.77,1
188,1,349.1,1
30,2,510.71000000000004,0
33,4,1056.44,0
263,1,267.18,1
83,8,3450.84,0
25,4,1358.88,0
170,1,190.53,1
9,3,774.9000000000001,0
312,1,572.8100000000001,1
64,4,3984.32,0
84,1,508.8,0
24,1,135.86,0
58,4,950.36,0
322,2,97.7,1
37,1,43.5,0
253,2,383.34,1
18,5,1447.39,0
32,3,1483.14,0
14,1,93.78,0
26,2,397.35,0
22,1,171.19000000000003,0
213,2,533.3,1
7,5,1041.48,0
21,1,149.29,0
11,3,1122.53,0
261,1,200.16,1
130,1,156.57999999999998,0
54,3,383.68,0
248,1,594.0,1
1,7,3236.91,0
8,2,1418.26,0
263,1,113.5,1
330,1,155.17000000000002,1
312,1,494.64,1
25,3,974.52,0
29,1,429.84,0
29,3,538.73,0
1,7,1388.37,0
361,1,179.1,1
282,3,447.22,1
261,1,237.07,1
24,1,161.64,0
353,1,216.76,1
93,3,234.6,0
28,1,126.14,0
337,1,1048.85,1
19,18,7354.62,0
84,1,334.53,0
8,3,524.88,0
50,2,467.51,0
49,2,538.55,0
1,1,469.48,0
112,1,371.56,0
13,7,1771.2,0
76,1,454.11,0
39,2,1441.42,0
115,1,905.5,0
15,12,11054.96,0
160,4,233.81,1
0,4,3594.31,0
29,3,2575.0,0
92,1,91.32000000000001,0
22,3,1134.28,0
94,6,3100.09,0
27,2,659.46,0
32,5,2001.8,0
20,2,1299.23,0
17,2,1262.2,0
2,27,13316.4,0
7,4,1131.56,0
15,12,10384.93,0
362,1,147.09,1
80,1,52.83,0
52,5,3610.96,0
22,3,979.26,0
171,1,492.36,1
188,6,1000.27,1
330,1,250.0,1
11,5,909.23,0
155,2,121.0,1
32,19,14758.22,0
11,11,4139.46,0
44,3,62.43,0
232,1,267.03,1
63,8,1942.45,0
1,1,343.5,0
39,8,3000.2,0
32,2,398.84,0
83,1,412.01000000000005,0
24,1,440.0,0
1,3,825.92,0
32,2,148.44,0
18,8,2429.78,0
253,1,229.33,1
22,11,3995.23,0
21,4,1502.3500000000001,0
7,2,2007.44,0
24,4,1580.93,0
18,3,807.57,0
172,4,536.4,1
162,1,110.92,1
6,1,538.46,0
10,1,213.3,0
113,1,85.13000000000001,0
287,1,127.86,1
8,9,3546.71,0
53,2,292.71999999999997,0
6,14,4954.84,0
76,3,1693.26,0
3,4,575.63,0
36,1,436.06,0
216,1,90.12,1
59,1,437.23,0
277,1,217.2,1
11,16,4805.17,0
23,1,279.77,0
28,1,473.65000000000003,0
11,4,800.5899999999999,0
351,1,134.55,1
21,4,1400.44,0
49,2,173.16000000000003,0
18,1,186.01,0
2,3,758.29,0
103,5,1375.71,0
6,12,4165.52,0
11,4,650.4300000000001,0
4,7,2552.86,0
31,2,607.45,0
177,4,702.25,1
37,1,940.67,0
150,3,258.88,1
161,1,127.1,1
68,2,348.6,0
120,13,3679.9700000000003,0
24,3,682.9100000000001,0
23,4,725.11,0
176,1,455.3,1
49,4,913.68,0
255,3,478.53,1
46,1,388.58,0
70,1,199.8,0
15,5,1771.78,0
100,5,1406.59,0
34,1,324.57,0
52,1,240.68,0
26,2,761.74,0
10,14,6776.56,0
7,9,1297.8700000000001,0
78,1,48.480000000000004,0
51,1,216.39000000000001,0
35,5,1198.23,0
60,9,2920.16,0
336,1,104.76,1
27,4,1093.68,0
183,1,298.48,1
51,1,112.46000000000001,0
9,13,1591.45,0
35,2,195.15,0
9,23,10399.74,0
32,4,776.851,0
10,1,336.4,0
56,3,1553.18,0
3,4,1293.03,0
42,9,3709.56,0
140,1,301.03000000000003,1
116,4,588.13,0
103,4,1534.26,0
74,2,675.8,0
4,9,2870.2400000000002,0
44,2,1186.35,0
15,8,3285.31,0
16,1,243.55,0
89,2,724.76,0
52,1,223.36,0
133,1,425.32,0
3,15,12515.66,0
104,4,1887.2,0
191,3,664.0,1
165,4,813.0,1
18,1,612.01,0
157,3,447.64000000000004,1
203,2,657.35,1
335,2,816.0,1
36,3,646.3,0
90,1,337.74,0
92,2,877.44,0
8,2,922.53,0
242,1,560.6700000000001,1
44,4,748.5,0
22,1,30.0,0
189,5,1024.1000000000001,1
43,1,306.45,0
24,9,1600.86,0
316,2,309.8,1
105,1,138.14,0
50,1,386.43,0
167,2,2242.01,1
39,1,301.32000000000005,0
217,1,76.32000000000001,1
39,4,684.34,0
296,1,173.05,1
18,7,2657.13,0
87,4,2881.02,0
72,5,2446.6,0
80,3,323.69,0
18,3,3435.76,0
48,1,657.23,0
52,1,352.7,0
23,4,781.28,0
8,3,1333.68,0
24,5,1426.16,0
116,1,193.75,0
8,9,2993.1,0
119,2,254.1,0
3,2,239.76,0
251,1,136.8,1
27,1,191.04,0
0,14,6479.4,0
266,2,409.98,1
32,8,2736.46,0
17,1,309.65,0
171,2,696.68,1
1,4,1542.14,0
264,1,211.5,1
139,4,2293.62,0
200,1,143.1,1
63,4,1060.56,0
34,4,945.58,0
40,7,3364.2400000000002,0
283,1,133.25,1
8,5,1072.3600000000001,0
142,2,356.7,1
11,2,330.88,0
145,4,1118.81,1
233,1,150.3,1
32,13,5045.61,0
23,1,598.73,0
11,1,507.08000000000004,0
35,5,2222.56,0
364,1,203.10000000000002,1
200,2,218.25,1
14,1,415.25,0
16,7,5178.96,0
212,1,85.0,1
65,3,1120.88,0
211,2,294.12,1
282,1,162.3,1
114,2,1339.45,0
14,8,1205.1200000000001,0
18,16,4812.42,0
65,1,449.12,0
48,1,154.88,0
15,4,784.46,0
77,1,34.8,0
18,4,1094.5900000000001,0
133,1,196.88,0
12,3,974.04,0
39,1,149.31,0
234,3,44534.3,1
2,8,2465.48,0
39,7,2637.38,0
304,1,79.2,1
50,3,458.57,0
9,6,2364.25,0
60,4,532.96,0
65,2,714.42,0
24,1,205.25,0
217,3,253.04000000000002,1
64,2,583.75,0
31,2,1086.92,0
87,6,3279.9700000000003,0
63,1,315.06,0
115,3,621.83,0
6,26,56252.72,0
5,1,635.6800000000001,0
68,1,270.8,0
244,1,104.9,1
132,1,241.62,0
240,4,1047.1100000000001,1
183,3,475.28000000000003,1
24,3,345.46000000000004,0
9,3,2614.74,0
10,1,246.3,0
32,5,2328.9700000000003,0
45,3,4932.2,0
25,3,948.05,0
357,1,351.3,1
9,1,220.85,0
43,2,1612.69,0
14,3,965.61,0
149,1,610.01,1
0,8,2711.56,0
112,4,2207.4,0
75,3,884.14,0
106,2,699.08,0
45,3,1063.95,0
142,1,451.42,1
50,1,415.82000000000005,0
0,13,4206.39,0
22,17,5528.4800000000005,0
45,3,784.58,0
49,3,903.9,0
305,4,3734.9700000000003,1
35,5,515.77,0
78,4,1391.98,0
21,6,2218.62,0
106,5,1801.14,0
207,2,1303.9099999999999,1
16,4,1945.3300000000002,0
63,5,2100.6,0
48,4,1905.45,0
319,1,206.98,1
43,2,570.96,0
2,2,885.47,0
371,1,15.0,1
171,1,532.94,1
55,3,1654.31,0
72,14,1836.09,0
98,2,636.14,0
37,1,576.0,0
